product_category_name,date,total_sales,avg_price,day_of_week,month,year,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14
가구/인테리어,2017-01-12,5,114.9,3,1,2017,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,8.0,6.0,9.0,16.0,2.0,3.4285714285714284,7.0,2.8784916685156965,4.867474467555807
가구/인테리어,2017-01-13,5,259.96,4,1,2017,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,8.0,6.0,9.0,16.0,2.857142857142857,6.214285714285714,1.7728105208558345,4.135746075908868
가구/인테리어,2017-01-14,9,55.37777777777777,5,1,2017,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,8.0,6.0,9.0,4.0,6.214285714285714,2.708012801545318,4.135746075908868
가구/인테리어,2017-01-15,13,100.54615384615384,6,1,2017,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,8.0,6.0,5.714285714285714,6.714285714285714,3.988077469754304,4.513715362495333
가구/인테리어,2017-01-16,5,89.1,0,1,2017,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,8.0,6.142857142857143,6.5,3.6709931185158142,4.519189852515263
가구/인테리어,2017-01-17,8,94.5,1,1,2017,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,15.0,7.0,6.0,3.214550253664316,3.8430756913220905
가구/인테리어,2017-01-18,8,40.7975,2,1,2017,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,10.0,7.571428571428571,5.857142857142857,2.9358214555806357,3.7180876568709103
가구/인테리어,2017-01-19,12,97.71499999999999,3,1,2017,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,10.0,8.571428571428571,6.0,3.1014589500826224,3.9223227027636796
가구/인테리어,2017-01-20,12,61.26416666666666,4,1,2017,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,9.0,9.571428571428571,6.214285714285714,2.8784916685156947,4.172779398924403
가구/인테리어,2017-01-21,16,54.193125,5,1,2017,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,10.571428571428571,7.285714285714286,3.7352886036263566,4.6314737881747154
가구/인테리어,2017-01-22,13,76.71307692307693,6,1,2017,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,1.0,10.571428571428571,8.142857142857142,3.7352886036263566,4.4868550379824095
가구/인테리어,2017-01-23,18,79.44611111111111,0,1,2017,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,2.0,12.428571428571429,9.285714285714286,3.7352886036263566,4.826665857163027
가구/인테리어,2017-01-24,8,56.59375,1,1,2017,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,2.0,12.428571428571429,9.714285714285714,3.7352886036263566,4.375255094603872
가구/인테리어,2017-01-25,9,102.67555555555556,2,1,2017,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,4.0,12.571428571428571,10.071428571428571,3.552329886011096,4.066075138627794
가구/인테리어,2017-01-26,20,97.5625,3,1,2017,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,5.0,13.714285714285714,11.142857142857142,4.498677054212185,4.5717719651245625
가구/인테리어,2017-01-27,16,119.854375,4,1,2017,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,5.0,14.285714285714286,11.928571428571429,4.498677054212185,4.3758829564273825
가구/인테리어,2017-01-28,4,148.0925,5,1,2017,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,9.0,12.571428571428571,11.571428571428571,5.826867164470196,4.815268755408486
가구/인테리어,2017-01-29,9,90.53222222222222,6,1,2017,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.0,12.0,11.285714285714286,5.972157622389638,4.842576736671237
가구/인테리어,2017-01-30,26,76.545,0,1,2017,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,5.0,13.142857142857142,12.785714285714286,7.798046153333782,5.885818306986475
가구/인테리어,2017-01-31,22,86.1740909090909,1,1,2017,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,8.0,15.142857142857142,13.785714285714286,8.050436249640375,6.191539779018207
가구/인테리어,2017-02-01,14,99.73,2,2,2017,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,8.0,15.857142857142858,14.214285714285714,7.625146368618581,5.963718141053789
가구/인테리어,2017-02-02,16,82.830625,3,2,2017,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,12.0,15.285714285714286,14.5,7.4097747539828696,5.945263143558394
가구/인테리어,2017-02-03,14,113.21285714285715,4,2,2017,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,12.0,15.0,14.642857142857142,7.416198487095662,5.90445910838896
가구/인테리어,2017-02-04,14,153.14857142857142,5,2,2017,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,16.0,16.428571428571427,14.5,5.711308748355986,5.893281702987667
가구/인테리어,2017-02-05,24,106.79708333333333,6,2,2017,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,13.0,18.571428571428573,15.285714285714286,5.255382728122436,6.3902398104581986
가구/인테리어,2017-02-06,9,101.28,0,2,2017,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,18.0,16.142857142857142,14.642857142857142,5.17779140266618,6.546956343419234
가구/인테리어,2017-02-07,21,107.54142857142857,1,2,2017,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,8.0,16.0,15.571428571428571,5.0,6.453553412527988
가구/인테리어,2017-02-08,18,150.66222222222223,2,2,2017,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,9.0,16.571428571428573,16.214285714285715,4.961758520831865,6.191539779018207
가구/인테리어,2017-02-09,17,154.19411764705885,3,2,2017,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,20.0,16.714285714285715,16.0,4.956957592256421,6.10170215847752
가구/인테리어,2017-02-10,16,126.89999999999999,4,2,2017,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.0,17.0,16.0,4.8304589153964805,6.10170215847752
가구/인테리어,2017-02-11,12,148.795,5,2,2017,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,4.0,16.714285714285715,16.571428571428573,5.0896720822428145,5.199323709192093
가구/인테리어,2017-02-12,10,93.09700000000001,6,2,2017,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,9.0,14.714285714285714,16.642857142857142,4.461475305855888,5.0930894788488095
가구/인테리어,2017-02-13,24,92.685,0,2,2017,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,26.0,16.857142857142858,16.5,4.8452234702013985,4.831785782312151
가구/인테리어,2017-02-14,15,168.45,1,2,2017,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,22.0,16.0,16.0,4.509249752822894,4.574174999174925
가구/인테리어,2017-02-15,19,138.23736842105262,2,2,2017,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,14.0,16.142857142857142,16.357142857142858,4.59813626840888,4.6011226532586225
가구/인테리어,2017-02-16,12,69.595,3,2,2017,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,16.0,15.428571428571429,16.071428571428573,4.825527358301296,4.74689024867513
가구/인테리어,2017-02-17,11,165.78727272727272,4,2,2017,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.0,14.714285714285714,15.857142857142858,5.0896720822428145,4.912419783759134
가구/인테리어,2017-02-18,11,115.74363636363637,5,2,2017,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.0,14.571428571428571,15.642857142857142,5.19156825558337,5.062792523091199
가구/인테리어,2017-02-19,7,47.64142857142857,6,2,2017,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,24.0,14.142857142857142,14.428571428571429,5.727959829601096,4.94141502179107
가구/인테리어,2017-02-20,13,165.73692307692306,0,2,2017,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,9.0,12.571428571428571,14.714285714285714,3.7352886036263593,4.713786187321212
가구/인테리어,2017-02-21,5,65.02799999999999,1,2,2017,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,21.0,11.142857142857142,13.571428571428571,4.488079449258575,5.003295617187443
가구/인테리어,2017-02-22,17,120.92999999999999,2,2,2017,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,18.0,10.857142857142858,13.5,3.9339789623472172,4.941970955304873
가구/인테리어,2017-02-23,24,85.6875,3,2,2017,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,17.0,12.571428571428571,14.0,6.373307431706682,5.6295921426252304
가구/인테리어,2017-02-24,10,79.185,4,2,2017,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,16.0,12.428571428571429,13.571428571428571,6.425396041156863,5.693644036781932
가구/인테리어,2017-02-25,13,83.46846153846153,5,2,2017,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,12.0,12.714285714285714,13.642857142857142,6.395683067879607,5.678666458531684
가구/인테리어,2017-02-26,14,66.55642857142857,6,2,2017,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,10.0,13.714285714285714,13.928571428571429,5.879747322073336,5.581070833482737
가구/인테리어,2017-02-27,18,76.00333333333333,0,2,2017,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,24.0,14.428571428571429,13.5,6.078847008469692,4.941970955304874
가구/인테리어,2017-02-28,11,135.10363636363635,1,2,2017,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.0,15.285714285714286,13.214285714285714,4.8205907561309544,4.964157243969734
가구/인테리어,2017-03-01,21,63.032380952380954,2,3,2017,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,19.0,15.857142857142858,13.357142857142858,5.273473599964616,5.1680548767201815
가구/인테리어,2017-03-02,18,137.1861111111111,3,3,2017,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,12.0,15.0,13.785714285714286,4.082482904638626,5.2940978955316425
가구/인테리어,2017-03-03,21,119.70380952380951,4,3,2017,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,11.0,16.571428571428573,14.5,3.9520940802374085,5.557392858581749
가구/인테리어,2017-03-04,18,62.88055555555555,5,3,2017,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,11.0,17.285714285714285,15.0,3.638419332360576,5.533117079493677
가구/인테리어,2017-03-05,18,82.55277777777778,6,3,2017,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,7.0,17.857142857142858,15.785714285714286,3.3380918415851113,5.07146726498163
가구/인테리어,2017-03-06,30,74.30933333333333,0,3,2017,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,13.0,19.571428571428573,17.0,5.682051943243234,6.25115373966463
가구/인테리어,2017-03-07,16,76.0,1,3,2017,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,5.0,20.285714285714285,17.785714285714285,4.644505202002523,5.2356554424530195
가구/인테리어,2017-03-08,14,77.90642857142858,2,3,2017,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,17.0,19.285714285714285,17.571428571428573,5.186980037050637,5.330814423480002
가구/인테리어,2017-03-09,27,85.3774074074074,3,3,2017,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,24.0,20.571428571428573,17.785714285714285,5.883795341363221,5.6592819798515555
가구/인테리어,2017-03-10,17,209.09,4,3,2017,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,10.0,20.0,18.285714285714285,6.027713773341701,5.209880722517277
가구/인테리어,2017-03-11,9,85.23333333333333,5,3,2017,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,13.0,18.714285714285715,18.0,7.341986237031627,5.615911461059687
가구/인테리어,2017-03-12,9,82.77888888888889,6,3,2017,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,14.0,17.428571428571427,17.642857142857142,8.22308017831807,6.033332321453785
가구/인테리어,2017-03-13,32,153.6615625,0,3,2017,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,18.0,17.714285714285715,18.642857142857142,8.75051018920774,7.153343950232624
가구/인테리어,2017-03-14,17,87.9435294117647,1,3,2017,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,11.0,17.857142857142858,19.071428571428573,8.725987459471682,6.832774925812586
가구/인테리어,2017-03-15,25,92.83760000000001,2,3,2017,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,21.0,19.428571428571427,19.357142857142858,8.904252595569952,7.001177295032851
가구/인테리어,2017-03-16,25,97.2252,3,3,2017,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,18.0,19.142857142857142,19.857142857142858,8.649249898663106,7.145274316283809
가구/인테리어,2017-03-17,25,137.5672,4,3,2017,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,21.0,20.285714285714285,20.142857142857142,8.845230083954581,7.273314162133992
가구/인테리어,2017-03-18,12,88.11333333333333,5,3,2017,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,18.0,20.714285714285715,19.714285714285715,8.260635280539576,7.57961407002688
가구/인테리어,2017-03-19,18,84.62555555555555,6,3,2017,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,18.0,22.0,19.714285714285715,6.683312551921137,7.57961407002688
가구/인테리어,2017-03-20,21,95.1842857142857,0,3,2017,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,30.0,20.428571428571427,19.071428571428573,5.028490259085149,6.999607524319166
가구/인테리어,2017-03-21,12,85.17166666666667,1,3,2017,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,16.0,19.714285714285715,18.785714285714285,5.879747322073331,7.213007176446764
가구/인테리어,2017-03-22,16,80.969375,2,3,2017,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,14.0,18.428571428571427,18.928571428571427,5.503245795502341,7.130263623503645
가구/인테리어,2017-03-23,24,140.40958333333333,3,3,2017,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,27.0,18.285714285714285,18.714285714285715,5.313952882562579,6.910733807508559
가구/인테리어,2017-03-24,18,102.02944444444444,4,3,2017,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,17.0,17.285714285714285,18.785714285714285,4.423960733486279,6.896806077158764
가구/인테리어,2017-03-25,18,83.98555555555555,5,3,2017,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,9.0,18.142857142857142,19.428571428571427,3.7606990231680393,6.308898303364685
가구/인테리어,2017-03-26,16,99.769375,6,3,2017,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,9.0,17.857142857142858,19.928571428571427,3.848314411469482,5.6631641836899425
가구/인테리어,2017-03-27,16,80.6125,0,3,2017,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,32.0,17.142857142857142,18.785714285714285,3.625307868699846,4.543441112511213
가구/인테리어,2017-03-28,13,71.89153846153846,1,3,2017,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.0,17.285714285714285,18.5,3.401680257083027,4.783786720226496
가구/인테리어,2017-03-29,16,134.22375,2,3,2017,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,25.0,17.285714285714285,17.857142857142858,3.401680257083027,4.435124538311148
가구/인테리어,2017-03-30,13,162.53076923076924,3,3,2017,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,25.0,15.714285714285714,17.0,2.058663459163512,4.095025124371127
가구/인테리어,2017-03-31,6,455.2266666666667,4,3,2017,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,25.0,14.0,15.642857142857142,3.958114029012613,4.378393503367378
가구/인테리어,2017-04-01,8,99.94,5,4,2017,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.0,12.571428571428571,15.357142857142858,4.07664661444273,4.749204676042616
가구/인테리어,2017-04-02,14,99.47928571428572,6,4,2017,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,18.0,12.285714285714286,15.071428571428571,3.860668582611261,4.698023900687242
가구/인테리어,2017-04-03,16,93.198125,0,4,2017,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,21.0,12.285714285714286,14.714285714285714,3.860668582611261,4.392801304031779
가구/인테리어,2017-04-04,13,104.83461538461539,1,4,2017,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,12.0,12.285714285714286,14.785714285714286,3.860668582611261,4.353222880872222
가구/인테리어,2017-04-05,12,128.8725,2,4,2017,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,16.0,11.714285714285714,14.5,3.4982989063393317,4.398426291999656
가구/인테리어,2017-04-06,12,345.3141666666667,3,4,2017,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,24.0,11.571428571428571,13.642857142857142,3.4572215654164653,3.4775575614799816
가구/인테리어,2017-04-07,11,220.91000000000003,4,4,2017,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,18.0,12.285714285714286,13.142857142857142,2.497617912751064,3.301681223422229
가구/인테리어,2017-04-08,12,91.5575,5,4,2017,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,18.0,12.857142857142858,12.714285714285714,1.6761634196949797,2.998167938760435
가구/인테리어,2017-04-09,13,124.37230769230769,6,4,2017,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,16.0,12.714285714285714,12.5,1.60356745147447,2.8487514134063407
가구/인테리어,2017-04-10,14,53.90071428571429,0,4,2017,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,16.0,12.428571428571429,12.357142857142858,0.9759000729484038,2.706321456179187
가구/인테리어,2017-04-11,12,87.35166666666667,1,4,2017,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,13.0,12.285714285714286,12.285714285714286,0.9511897312112073,2.7012410660108266
가구/인테리어,2017-04-12,8,137.62125,2,4,2017,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,16.0,11.714285714285714,11.714285714285714,1.889822365046065,2.7012410660108275
가구/인테리어,2017-04-13,11,181.11636363636364,3,4,2017,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,13.0,11.571428571428571,11.571428571428571,1.9023794624226122,2.6808232293109526
가구/인테리어,2017-04-14,10,102.829,4,4,2017,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,6.0,11.428571428571429,11.857142857142858,1.9880595947759405,2.2138425646596724
가구/인테리어,2017-04-15,8,307.435,5,4,2017,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,8.0,10.857142857142858,11.857142857142858,2.340126166724817,2.2138425646596724
가구/인테리어,2017-04-16,7,145.21428571428572,6,4,2017,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,14.0,10.0,11.357142857142858,2.5166114784235214,2.4684826500112598
가구/인테리어,2017-04-17,10,126.072,0,4,2017,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,16.0,9.428571428571429,10.928571428571429,1.812653934349842,2.0926349130034367
가구/인테리어,2017-04-18,9,154.39777777777778,1,4,2017,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,13.0,9.0,10.642857142857142,1.4142135623729766,2.0608863984346084
가구/인테리어,2017-04-19,14,91.06285714285715,2,4,2017,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,12.0,9.857142857142858,10.785714285714286,2.2677868380552946,2.224983022530616
가구/인테리어,2017-04-20,18,131.56833333333333,3,4,2017,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.0,10.857142857142858,11.214285714285714,3.8483144114694583,2.9398736610366716
가구/인테리어,2017-04-21,20,127.34649999999999,4,4,2017,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,11.0,12.285714285714286,11.857142857142858,5.122313465427022,3.759237706220258
가구/인테리어,2017-04-22,13,114.31461538461538,5,4,2017,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.0,13.0,11.928571428571429,4.760952285695209,3.7716408531665286
가구/인테리어,2017-04-23,6,97.75333333333333,6,4,2017,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,13.0,12.857142857142858,11.428571428571429,4.980915960897511,4.070801956792861
가구/인테리어,2017-04-24,25,113.0392,0,4,2017,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,14.0,15.0,12.214285714285714,6.531972647421795,5.437456580602191
가구/인테리어,2017-04-25,18,167.93277777777777,1,4,2017,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,12.0,16.285714285714285,12.642857142857142,6.019808571549024,5.651509571748105
가구/인테리어,2017-04-26,19,110.77684210526317,2,4,2017,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,8.0,17.0,13.428571428571429,5.99999999999999,5.720600905960381
가구/인테리어,2017-04-27,5,51.379999999999995,3,4,2017,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,11.0,15.142857142857142,13.0,7.470577207252707,6.12686392361227
가구/인테리어,2017-04-28,17,106.20941176470588,4,4,2017,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,10.0,14.714285714285714,13.5,7.227592630889975,6.148796004722575
가구/인테리어,2017-04-29,10,167.876,5,4,2017,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,8.0,14.285714285714286,13.642857142857142,7.432233529572054,6.033332321453782
가구/인테리어,2017-04-30,15,143.47,6,4,2017,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,7.0,15.571428571428571,14.214285714285714,6.477065767180445,5.7268406033958446
가구/인테리어,2017-05-01,20,85.4795,0,5,2017,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,10.0,14.857142857142858,14.928571428571429,5.459809869356592,5.784119981124521
가구/인테리어,2017-05-02,16,125.29625,1,5,2017,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,9.0,14.571428571428571,15.428571428571429,5.318431562567494,5.529143565818177
가구/인테리어,2017-05-03,13,107.04307692307692,2,5,2017,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.0,13.714285714285714,15.357142857142858,4.956957592256402,5.555415138640615
가구/인테리어,2017-05-04,11,186.91727272727275,3,5,2017,13.0,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,18.0,14.571428571428571,14.857142857142858,3.505098327538633,5.6139543564659915
가구/인테리어,2017-05-05,17,99.09117647058824,4,5,2017,11.0,13.0,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,20.0,14.571428571428571,14.642857142857142,3.505098327538633,5.457628998540874
가구/인테리어,2017-05-06,23,103.98565217391305,5,5,2017,17.0,11.0,13.0,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,13.0,16.428571428571427,15.357142857142858,4.076646614442744,5.865244999239066
가구/인테리어,2017-05-07,23,197.91521739130437,6,5,2017,23.0,17.0,11.0,13.0,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,6.0,17.571428571428573,16.571428571428573,4.685336802448768,5.529143565818176
가구/인테리어,2017-05-08,31,115.67451612903226,0,5,2017,23.0,23.0,17.0,11.0,13.0,16.0,20.0,15.0,10.0,17.0,5.0,19.0,18.0,25.0,19.142857142857142,17.0,6.93850539690336,6.397114734243624
