customer_city,order_delivered_customer_day
sao paulo,3.8176470588235296
rio de janeiro,3.711864406779661
belo horizonte,7.998402555910543
brasilia,9.042713567839195
curitiba,3.869047619047619
campinas,5.594029850746269
porto alegre,10.528813559322034
guarulhos,4.076045627376426
sao bernardo do campo,8.899707174231333
salvador,12.42079207920792
sao jose dos campos,4.190278601066983
santo andre,6.457063711911357
sorocaba,5.746987951807229
santos,5.109826589595376
niteroi,9.342465753424657
