seller_id,order_delivered_customer_day
6560211a19b47992c3666cc44a7e94c0,5.079667063020214
4a3ca9315b744ce9f8e9374361493884,8.341001353179973
1f50f920176fa81dab994f9023523100,8.232277526395173
cc419e0650a3c5ba77189a1882b7556a,4.8737541528239205
955fee9216a65b617aa5c0531780ce60,5.1262458471760795
1025f0e2d44d7041d6cf58b6550e0bfa,4.712087912087912
ea8482cd71df3c1969d7b9473ff13abc,5.695544554455446
8b321bb669392f5163d04c59e235e066,5.855153203342619
7a67c85e85bb2ce8582c35f2203ad736,6.0
cca3071e3e9bb7d12640c9fbe2301306,8.08361204013378
d2374cbcbb3ca4ab1086534108cc3ab7,7.249097472924188
1900267e848ceeba8fa32d80c1a5f5a8,8.315985130111525
391fc6631aebcf3004804e51b40bcf1e,8.158730158730158
1835b56ce799e6a4dc4eddc053f04066,7.884462151394422
7d13fca15225358621be4086e1eb0964,8.029411764705882
85d9eb9ddc5d00ca9336a2219c97bb13,5.018779342723005
46dc3b2cc0980fb8ec44634e21d2718e,6.1298076923076925
9f505651f4a6abe901a56cdc21508025,4.169312169312169
128639473a139ac0f3e5f5ade55873a5,8.539325842696629
218d46b86c1881d022bce9c68a7d4b15,8.505952380952381
4c2b230173bb36f9b240f2b8ac11786e,5.213836477987422
8160255418d5aaa7dbdc9f4c64ebda44,8.30718954248366
897060da8b9a21f655304d50fd935913,7.917808219178082
92eb0f42c21942b6552362b9b114707d,4.214285714285714
fa40cc5b934574b62717c68f3d678b6d,5.042857142857143
b2ba3715d723d245138f291a6fe42594,6.041958041958042
2138ccb85b11a4ec1e37afbd1c8eda1f,5.074074074074074
c826c40d7b19f62a09e2d7c5e7295ee2,5.690140845070423
1da3aeb70d7989d1e6d9b0e887f97c23,4.0534351145038165
c3cfdc648177fdbbbb35635a37472c53,6.074626865671642
77530e9772f57a62c906e1c21538ab82,9.718518518518518
8581055ce74af1daba164fdbd55a40de,5.723577235772358
88460e8ebdecbfecb5f9601833981930,7.266666666666667
634964b17796e64304cadf1ad3050fb7,7.385321100917431
e9bc59e7b60fc3063eb2290deda4cced,6.8545454545454545
41b39e28db005d9731d9d485a83b4c38,5.366666666666666
f262cbc1c910c83959f849465454ddd3,4.531531531531532
1c129092bf23f28a5930387c980c0dfc,5.233644859813084
7ddcbb64b5bc1ef36ca8c151f6ec77df,5.60377358490566
4830e40640734fc1c52cd21127c341d4,5.257425742574258
ef506c96320abeedfb894c34db06f478,5.099099099099099
7040e82f899a04d1b434b795a43b4617,4.4766355140186915
f457c46070d02cadd8a68551231220dd,9.39
0241d4d5d36f10f80c644447315af0bd,7.2745098039215685
d1c281d3ae149232351cd8c8cc885f0d,8.087378640776699
6edacfd9f9074789dad6d62ba7950b9c,5.270833333333333
0b90b6df587eb83608a64ea8b390cf07,8.8
dc4a0fc896dc34b0d5bfec8438291c80,7.428571428571429
37be5a7c751166fbc5f8ccba4119e043,4.6477272727272725
cab85505710c7cb9b720bceb52b01cee,5.050632911392405
ceaec5548eefc6e23e6607c5435102e7,6.379746835443038
