,price,product_weight_g,dist,order_delivered_customer_day,seller_id_mean,seller_city_mean,customer_city_mean,cluster
63190,56.99,400.0,19.355348323065503,10,5.0365448504983386,5.063977746870654,4.188768009408998,2.0
85315,69.9,800.0,549.0742459639773,4,8.455645161290322,8.164498531263114,8.893838158871567,0.0
67140,149.97,3450.0,296.1401027969534,7,8.373983739837398,8.164498531263114,4.188768009408998,1.0
109119,205.0,9750.0,371.42429724987215,5,4.5978260869565215,5.20036210018105,10.72463768115942,1.0
80682,14.0,250.0,664.4351906682424,7,8.13469387755102,8.164498531263114,9.09181141439206,1.0
61680,99.99,4475.0,86.14738066070173,2,6.062874251497006,5.20036210018105,3.7177914110429446,0.0
1432,630.0,23450.0,297.74215028058927,4,7.84549356223176,8.164498531263114,4.188768009408998,0.0
38612,61.9,1100.0,309.38595848437905,1,7.230769230769231,8.164498531263114,4.188768009408998,0.0
56994,24.99,350.0,503.0997867724675,4,5.743781094527363,5.20036210018105,7.949838187702265,0.0
107630,89.9,1383.0,322.07520689983767,12,8.455645161290322,8.164498531263114,3.751412429378531,2.0
91175,14.99,150.0,353.63152224730544,6,5.934782608695652,5.20036210018105,8.893838158871567,1.0
46445,129.9,1103.0,87.13184949023564,4,6.3426573426573425,5.20036210018105,4.150943396226415,0.0
44984,53.0,600.0,543.8585506491769,5,8.13469387755102,8.164498531263114,7.949838187702265,1.0
22566,96.0,800.0,46.41422064375493,6,4.796052631578948,5.20036210018105,5.169934640522876,1.0
108450,200.0,9750.0,48.8395638563255,1,4.5978260869565215,5.20036210018105,5.698630136986301,0.0
6648,29.98,225.0,18.043842711998995,3,5.743781094527363,5.20036210018105,4.188768009408998,0.0
90337,37.99,600.0,10.077395229588864,0,5.322916666666667,5.20036210018105,4.188768009408998,0.0
69785,25.49,200.0,870.9052534880875,4,4.321100917431193,5.20036210018105,9.09181141439206,0.0
76603,110.0,3500.0,2366.5334906546227,19,5.0395189003436425,5.20036210018105,13.850746268656716,3.0
67310,129.0,400.0,13.444301914596648,0,4.114583333333333,5.20036210018105,3.889908256880734,0.0
62393,70.99,950.0,294.72848742267485,10,8.049504950495049,8.164498531263114,4.188768009408998,2.0
8373,11.55,150.0,4.040582018063816,2,5.934782608695652,5.20036210018105,4.188768009408998,0.0
96821,38.4,950.0,477.2799926273939,6,4.796052631578948,5.20036210018105,7.906666666666666,1.0
28593,84.9,1550.0,406.2840294913797,5,8.455645161290322,8.164498531263114,6.367977528089888,1.0
21588,74.9,400.0,38.42998820432039,4,6.3426573426573425,5.20036210018105,3.836734693877551,0.0
21222,35.9,600.0,12.89782963468523,4,5.205128205128205,5.063977746870654,4.188768009408998,0.0
104905,19.9,200.0,386.8053118965733,2,5.259803921568627,5.259803921568627,11.12280701754386,0.0
85313,80.0,2850.0,143.9404453120718,1,4.796052631578948,5.20036210018105,4.163043478260869,0.0
98175,105.9,1550.0,584.057611141571,19,9.006535947712418,8.164498531263114,8.893838158871567,3.0
31027,29.0,200.0,14.402177199664534,1,5.247990815154994,5.20036210018105,4.188768009408998,0.0
23172,75.78,500.0,286.0493149338216,12,8.075601374570446,8.164498531263114,4.188768009408998,2.0
69836,38.4,850.0,344.2231033543741,2,4.796052631578948,5.20036210018105,6.367977528089888,0.0
86787,55.0,250.0,346.7461747813439,7,5.247990815154994,5.20036210018105,7.961165048543689,1.0
37880,67.0,1400.0,345.7789460957026,19,4.796052631578948,5.20036210018105,8.893838158871567,3.0
17476,45.9,150.0,19.209380708941985,1,5.522875816993464,5.20036210018105,4.188768009408998,0.0
3603,129.99,1500.0,475.7419199134044,6,6.062874251497006,5.20036210018105,7.906666666666666,1.0
102180,13.7,200.0,807.0921452156374,7,5.934782608695652,5.20036210018105,10.7578125,1.0
15370,56.99,825.0,548.0085846387713,4,7.84549356223176,8.164498531263114,7.949838187702265,0.0
65917,21.99,125.0,9.134267167427865,2,5.185567010309279,5.20036210018105,4.188768009408998,0.0
41764,99.99,900.0,329.54231353737305,7,6.062874251497006,5.20036210018105,8.893838158871567,1.0
38791,119.99,3000.0,900.6762256732867,8,8.049504950495049,8.164498531263114,9.617021276595745,1.0
46369,49.9,150.0,2362.182200867286,4,4.517647058823529,5.20036210018105,12.578947368421051,0.0
9808,79.9,1825.0,647.8632024354341,9,8.455645161290322,8.164498531263114,11.12,1.0
81421,17.9,200.0,342.10289837755136,6,4.780952380952381,5.20036210018105,8.893838158871567,1.0
3155,49.0,250.0,2365.7045945448613,17,5.247990815154994,5.20036210018105,13.850746268656716,3.0
37122,119.2,573.0,500.2640569184576,9,8.470588235294118,8.041666666666666,5.748538011695906,1.0
45703,500.0,10700.0,353.4872721523112,13,5.0395189003436425,5.20036210018105,8.893838158871567,2.0
13563,24.99,300.0,879.7486644150192,7,5.743781094527363,5.20036210018105,9.09181141439206,1.0
48762,207.3,917.0,537.2161198014836,4,7.049586776859504,8.041666666666666,4.188768009408998,0.0
49479,29.98,175.0,16.762126339100213,2,5.743781094527363,5.20036210018105,4.188768009408998,0.0
27478,107.0,350.0,295.8188715483397,5,8.39080459770115,8.26126126126126,4.188768009408998,1.0
88844,129.99,1400.0,48.03508500022179,1,6.062874251497006,5.20036210018105,5.169934640522876,0.0
106754,149.99,367.0,7.864595052346693,1,6.2924528301886795,6.593373493975903,9.10344827586207,0.0
90947,99.0,450.0,2.2619749291146176,0,4.114583333333333,5.20036210018105,4.188768009408998,0.0
61538,23.99,100.0,342.7354680779095,7,5.0365448504983386,5.063977746870654,8.893838158871567,1.0
92020,99.0,1050.0,82.52129042897089,1,5.0395189003436425,5.20036210018105,3.756410256410256,0.0
105907,53.99,650.0,351.26113819715704,13,7.84549356223176,8.164498531263114,5.698630136986301,2.0
24884,76.25,180.0,895.6859292729062,8,7.0962962962962965,8.041666666666666,8.893838158871567,1.0
21764,24.99,350.0,10.112975648832409,1,5.743781094527363,5.20036210018105,4.188768009408998,0.0
55260,119.0,584.0,426.81148157450593,5,8.12719298245614,8.26126126126126,7.949838187702265,1.0
103604,21.9,150.0,82.64804931346731,2,5.934782608695652,5.20036210018105,5.748538011695906,0.0
62896,5.99,125.0,351.0317880118436,6,4.1875,5.20036210018105,8.893838158871567,1.0
95175,219.99,4600.0,17.825438183783486,4,4.5978260869565215,5.20036210018105,4.188768009408998,0.0
83539,89.99,250.0,2374.7628513814743,14,5.0365448504983386,5.063977746870654,12.578947368421051,2.0
50276,143.8,5950.0,82.94394781306369,6,5.798507462686567,5.526881720430108,5.748538011695906,1.0
41789,99.9,2500.0,434.3145717106715,8,6.775510204081633,7.735135135135135,3.7177914110429446,1.0
83797,23.99,100.0,883.5169495659526,11,5.0365448504983386,5.063977746870654,9.09181141439206,2.0
22284,49.99,500.0,24.74128829882136,1,5.0395189003436425,5.20036210018105,4.17948717948718,0.0
21251,49.9,200.0,4.604206935720948,2,4.517647058823529,5.20036210018105,4.188768009408998,0.0
66949,29.99,350.0,12.157274325928334,3,5.743781094527363,5.20036210018105,4.188768009408998,0.0
53536,99.9,584.0,271.3737936441732,8,8.12719298245614,8.26126126126126,4.188768009408998,1.0
55563,66.0,1150.0,474.0253319304086,1,4.796052631578948,5.20036210018105,7.906666666666666,0.0
48759,122.99,400.0,871.6239158312294,5,5.575342465753424,5.526881720430108,10.385906040268456,1.0
8024,79.9,8400.0,461.4684388919161,8,8.292792792792794,8.292792792792794,10.7578125,1.0
16559,110.0,850.0,40.73849388675655,6,5.0395189003436425,5.20036210018105,3.944881889763779,1.0
6892,49.0,250.0,25.28109122837771,8,5.247990815154994,5.20036210018105,3.751412429378531,1.0
62714,41.0,650.0,285.04929054855586,6,7.84549356223176,8.164498531263114,3.859154929577465,1.0
70507,49.0,200.0,38.40998742167677,9,5.247990815154994,5.20036210018105,4.188768009408998,1.0
62740,129.9,620.0,873.6599030482138,9,6.3426573426573425,5.20036210018105,9.09181141439206,1.0
3800,12.9,125.0,355.52411877559854,6,8.570652173913043,8.041666666666666,6.367977528089888,1.0
94470,56.99,850.0,949.8700921278804,21,7.84549356223176,8.164498531263114,10.385906040268456,3.0
663,148.0,1400.0,299.57007287358624,8,8.39080459770115,8.26126126126126,4.188768009408998,1.0
61454,38.4,850.0,348.7123176155722,14,4.796052631578948,5.20036210018105,6.367977528089888,2.0
49991,78.0,2200.0,2362.99447479892,5,4.796052631578948,5.20036210018105,12.578947368421051,1.0
13693,42.9,700.0,602.7458406607484,14,7.230769230769231,8.164498531263114,10.72463768115942,2.0
95269,43.99,250.0,89.61416731366623,5,5.743781094527363,5.20036210018105,5.748538011695906,1.0
101309,240.0,342.0,481.2314127850871,4,8.12719298245614,8.26126126126126,7.961165048543689,0.0
37587,56.99,850.0,163.9356669535191,6,7.84549356223176,8.164498531263114,4.163043478260869,1.0
79697,49.0,350.0,334.0073466616187,15,9.76923076923077,7.735135135135135,4.188768009408998,2.0
24305,143.8,5950.0,473.5545699928512,3,5.798507462686567,5.526881720430108,7.747474747474747,0.0
1808,45.9,900.0,543.8585506491769,9,8.075601374570446,8.164498531263114,7.949838187702265,1.0
88520,45.9,800.0,359.98227789440585,17,4.838095238095238,5.20036210018105,8.893838158871567,3.0
30107,99.9,2500.0,326.0066779030038,6,6.775510204081633,7.735135135135135,3.859154929577465,1.0
40868,16.9,400.0,20.76907764939723,4,4.780952380952381,5.20036210018105,4.188768009408998,0.0
103783,79.9,1825.0,280.61101815927094,11,8.455645161290322,8.164498531263114,3.836734693877551,2.0
9733,21.99,300.0,815.9794665244963,12,5.743781094527363,5.20036210018105,10.7578125,2.0
51812,64.99,200.0,28.632883711386068,5,5.0365448504983386,5.063977746870654,4.188768009408998,1.0
54719,24.9,350.0,340.61927191626035,4,7.230769230769231,8.164498531263114,3.7177914110429446,0.0
68616,56.99,850.0,250.86329421589335,6,7.84549356223176,8.164498531263114,4.700787401574803,1.0
18222,29.99,100.0,29.34443974607073,0,4.873333333333333,5.20036210018105,4.188768009408998,0.0
98631,32.0,575.0,30.317692367158603,1,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
24605,29.99,300.0,9.02024189407358,1,5.743781094527363,5.20036210018105,4.188768009408998,0.0
25917,99.99,4475.0,309.1300622473036,20,6.062874251497006,5.20036210018105,8.893838158871567,3.0
29507,191.0,1175.0,502.97260416583185,14,8.39080459770115,8.26126126126126,6.367977528089888,2.0
35850,113.0,1625.0,305.0689016103365,10,8.39080459770115,8.26126126126126,4.188768009408998,2.0
58830,69.9,2600.0,351.3618222529824,8,5.0395189003436425,5.20036210018105,8.893838158871567,1.0
95804,81.5,207.0,533.3583346017433,12,8.470588235294118,8.041666666666666,4.188768009408998,2.0
49630,390.0,2100.0,56.47098084992096,1,5.0395189003436425,5.20036210018105,4.700787401574803,0.0
101843,69.9,467.0,302.71252202491513,16,8.075601374570446,8.164498531263114,3.944881889763779,3.0
87449,29.99,500.0,596.488933062123,8,7.84549356223176,8.164498531263114,8.893838158871567,1.0
51247,34.9,150.0,8.680385718411697,2,4.818181818181818,5.20036210018105,4.188768009408998,0.0
13431,59.0,1800.0,420.9725906729343,5,8.292792792792794,8.292792792792794,4.188768009408998,1.0
50951,13.3,175.0,2479.471802703872,19,5.934782608695652,5.20036210018105,12.859154929577464,3.0
47379,188.1,617.0,2487.619333905927,16,8.470588235294118,8.041666666666666,11.414285714285716,3.0
43257,12.9,150.0,13.154664917201952,1,5.934782608695652,5.20036210018105,4.188768009408998,0.0
84898,95.0,350.0,332.60276132392045,5,5.247990815154994,5.20036210018105,6.367977528089888,1.0
106422,33.85,163.0,284.87290360099445,7,8.313725490196079,8.26126126126126,3.944881889763779,1.0
82667,39.99,317.0,533.3648829133338,6,5.0395189003436425,5.20036210018105,6.913793103448276,1.0
83534,99.9,2500.0,328.90709057936357,4,6.775510204081633,7.735135135135135,3.5444444444444443,0.0
64112,39.9,150.0,93.68842379364338,1,5.522875816993464,5.20036210018105,5.748538011695906,0.0
9646,55.99,650.0,122.4718999353184,8,7.84549356223176,8.164498531263114,5.133333333333334,1.0
8297,34.9,150.0,72.54740861297836,3,4.818181818181818,5.20036210018105,5.748538011695906,0.0
21976,35.0,400.0,16.10331930832265,1,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
98736,107.0,350.0,349.9610146826369,10,8.39080459770115,8.26126126126126,5.698630136986301,2.0
104890,59.9,1500.0,635.9528078133985,15,8.292792792792794,8.292792792792794,8.623376623376624,2.0
44156,18.99,113.0,2349.4783668937816,15,4.873333333333333,5.20036210018105,13.850746268656716,2.0
73880,86.9,1825.0,313.243443944702,17,8.455645161290322,8.164498531263114,4.188768009408998,3.0
37939,61.9,156.0,542.8856787117179,8,7.049586776859504,8.041666666666666,4.188768009408998,1.0
68142,44.9,250.0,328.54833321822065,8,5.054347826086956,5.526881720430108,8.893838158871567,1.0
43337,49.9,200.0,14.818616573084196,1,4.517647058823529,5.20036210018105,4.188768009408998,0.0
29194,210.0,18850.0,319.20736890352043,1,8.455645161290322,8.164498531263114,3.751412429378531,0.0
81145,249.9,1467.0,673.2978739447628,10,6.2924528301886795,6.593373493975903,6.367977528089888,2.0
66788,49.9,850.0,312.7913254517316,6,8.373983739837398,8.164498531263114,4.188768009408998,1.0
13231,399.0,9900.0,20.340587703793847,3,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
103041,64.9,250.0,63.869493488503046,3,4.818181818181818,5.20036210018105,5.169934640522876,0.0
46996,29.0,500.0,300.7385530880728,2,5.0395189003436425,5.20036210018105,5.133333333333334,0.0
102782,7.0,150.0,42.547803092782814,1,5.0365448504983386,5.063977746870654,3.836734693877551,0.0
28952,25.9,100.0,875.8848515558591,11,8.570652173913043,8.041666666666666,8.893838158871567,2.0
32772,89.9,1017.0,547.4446850805392,11,8.455645161290322,8.164498531263114,8.893838158871567,2.0
52564,15.99,100.0,99.28526889493018,4,4.873333333333333,5.20036210018105,5.748538011695906,0.0
74571,39.9,750.0,286.5506011472674,3,7.230769230769231,8.164498531263114,4.256410256410256,0.0
42804,195.9,1087.0,331.11886629202473,5,6.3426573426573425,5.20036210018105,8.893838158871567,1.0
1029,109.9,180.0,581.2934228498767,6,7.0962962962962965,8.041666666666666,11.12,1.0
87573,53.0,650.0,549.1588228532319,11,8.13469387755102,8.164498531263114,7.949838187702265,2.0
106662,27.99,550.0,608.8559023195701,5,7.84549356223176,8.164498531263114,9.10344827586207,1.0
4985,49.0,300.0,23.624418302075185,1,5.247990815154994,5.20036210018105,3.751412429378531,0.0
20117,49.99,300.0,844.3649755642048,15,4.1875,5.20036210018105,10.385906040268456,2.0
11854,139.9,2500.0,299.5553073137014,11,8.373983739837398,8.164498531263114,3.944881889763779,2.0
53812,269.9,3000.0,552.5559427972611,7,7.927835051546392,8.164498531263114,7.949838187702265,1.0
83087,12.0,550.0,8.595229558880803,2,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
86178,19.99,100.0,14.578142014946398,4,5.0365448504983386,5.063977746870654,4.188768009408998,0.0
18924,122.99,400.0,42.59137215125006,16,5.575342465753424,5.526881720430108,4.188768009408998,3.0
2075,35.9,200.0,353.07433632670234,9,4.818181818181818,5.20036210018105,8.893838158871567,1.0
12318,75.0,2600.0,28.615043156088444,0,5.0395189003436425,5.20036210018105,3.859154929577465,0.0
49904,59.9,400.0,551.2642635111584,13,8.455645161290322,8.164498531263114,8.893838158871567,2.0
83070,35.0,1867.0,16.363459952726423,1,5.0395189003436425,5.20036210018105,3.859154929577465,0.0
65062,41.14,950.0,298.5072573585074,3,7.927835051546392,8.164498531263114,4.188768009408998,0.0
84414,86.9,1383.0,311.0651744356028,3,8.455645161290322,8.164498531263114,4.188768009408998,0.0
37399,35.0,450.0,878.9303335197292,4,5.333333333333333,5.20036210018105,9.09181141439206,0.0
88333,99.9,584.0,512.4781219619412,7,8.12719298245614,8.26126126126126,8.893838158871567,1.0
12497,89.0,4100.0,1788.3500390738866,10,6.775510204081633,7.735135135135135,12.223880597014926,2.0
90635,157.77,450.0,31.322637364109177,2,5.575342465753424,5.526881720430108,3.889908256880734,0.0
31816,21.9,150.0,358.29429464319713,4,5.934782608695652,5.20036210018105,8.893838158871567,0.0
25179,169.0,6400.0,472.49058941195375,8,5.798507462686567,5.526881720430108,7.747474747474747,1.0
78622,279.99,2750.0,359.23218583081785,6,6.2924528301886795,6.593373493975903,4.188768009408998,1.0
37924,17.9,250.0,603.6613082760606,12,7.230769230769231,8.164498531263114,9.10344827586207,2.0
59406,18.9,150.0,879.196715996367,6,8.570652173913043,8.041666666666666,8.893838158871567,1.0
96500,59.0,1800.0,423.4463762666531,4,8.292792792792794,8.292792792792794,4.188768009408998,0.0
20149,189.45,3400.0,100.99031208034594,7,8.373983739837398,8.164498531263114,7.1,1.0
107646,18.9,125.0,533.3110741561079,8,8.570652173913043,8.041666666666666,4.188768009408998,1.0
49008,49.0,250.0,18.105259934082728,0,5.247990815154994,5.20036210018105,4.188768009408998,0.0
26409,23.99,100.0,494.0831638626566,4,5.0365448504983386,5.063977746870654,7.949838187702265,0.0
45457,19.99,100.0,18.142381878366923,3,4.114583333333333,5.20036210018105,3.774509803921569,0.0
50460,89.99,1200.0,341.61508751316836,10,6.062874251497006,5.20036210018105,8.893838158871567,2.0
109040,29.99,350.0,24.27212883110292,1,5.743781094527363,5.20036210018105,3.944881889763779,0.0
75475,49.0,400.0,757.9393168446757,11,5.247990815154994,5.20036210018105,10.873239436619718,2.0
80266,75.9,167.0,537.1081264225212,6,7.049586776859504,8.041666666666666,4.188768009408998,1.0
107651,13.65,200.0,18.45670350027158,1,5.934782608695652,5.20036210018105,3.774509803921569,0.0
79910,19.9,200.0,484.06196042872966,2,5.259803921568627,5.259803921568627,3.944881889763779,0.0
23480,39.99,350.0,310.80209692617365,4,8.373983739837398,8.164498531263114,4.188768009408998,0.0
43106,53.99,200.0,24.086363416879408,2,5.0365448504983386,5.063977746870654,3.944881889763779,0.0
103826,149.99,975.0,348.07256238078975,6,6.062874251497006,5.20036210018105,6.367977528089888,1.0
14734,199.99,2100.0,849.1267307058988,10,6.062874251497006,5.20036210018105,10.385906040268456,2.0
24207,59.9,1650.0,170.27026515954063,5,8.292792792792794,8.292792792792794,5.395348837209302,1.0
62648,50.0,1500.0,755.3508760494583,8,5.0395189003436425,5.20036210018105,10.873239436619718,1.0
69225,57.0,800.0,892.2805396252211,7,5.0395189003436425,5.20036210018105,9.09181141439206,1.0
99725,29.0,250.0,3.3580140996000427,11,5.247990815154994,5.20036210018105,4.188768009408998,2.0
8544,144.9,233.0,547.5545523868644,8,7.0962962962962965,8.041666666666666,4.188768009408998,1.0
90886,299.9,3000.0,512.6410389409344,7,6.209302325581396,7.735135135135135,5.463414634146342,1.0
94745,58.9,1200.0,855.6488774880903,17,8.570652173913043,8.041666666666666,8.893838158871567,3.0
13814,49.9,1650.0,570.2553403296134,20,8.292792792792794,8.292792792792794,9.09181141439206,3.0
65075,97.77,1350.0,465.2503229247106,6,5.575342465753424,5.526881720430108,7.747474747474747,1.0
106839,29.99,343.0,734.3271864220354,7,4.321100917431193,5.20036210018105,9.617021276595745,1.0
7214,69.99,1050.0,1.7478521659688944,1,6.2924528301886795,6.593373493975903,8.893838158871567,0.0
15007,109.99,14350.0,319.02072869378475,11,6.608108108108108,5.20036210018105,8.893838158871567,2.0
91848,64.9,200.0,76.39352352838937,2,4.517647058823529,5.20036210018105,5.748538011695906,0.0
93708,69.0,1300.0,299.5553073137014,4,8.13469387755102,8.164498531263114,3.944881889763779,0.0
108692,55.0,350.0,40.75074033970327,2,5.247990815154994,5.20036210018105,4.188768009408998,0.0
3277,40.0,650.0,20.029687781433942,1,5.0395189003436425,5.20036210018105,3.5444444444444443,0.0
1338,52.64,417.0,321.8337577916994,9,8.075601374570446,8.164498531263114,7.7164179104477615,1.0
23850,59.99,350.0,3.549154151665842,3,5.0365448504983386,5.063977746870654,3.751412429378531,0.0
84949,99.9,1550.0,537.0147010386096,12,9.006535947712418,8.164498531263114,7.949838187702265,2.0
64405,115.0,1050.0,487.4347475114105,21,4.796052631578948,5.20036210018105,7.949838187702265,3.0
751,78.9,1300.0,293.23247341647885,14,7.230769230769231,8.164498531263114,7.906666666666666,2.0
83814,69.9,2600.0,509.21468348008995,7,5.0395189003436425,5.20036210018105,7.949838187702265,1.0
60874,38.4,850.0,58.667396356051654,2,4.796052631578948,5.20036210018105,4.700787401574803,0.0
28164,69.99,1050.0,856.6701097161475,8,6.062874251497006,5.20036210018105,10.385906040268456,1.0
28225,19.9,150.0,81.9379589584033,3,5.934782608695652,5.20036210018105,3.756410256410256,0.0
80099,105.9,835.0,551.8224079248328,14,8.075601374570446,8.164498531263114,8.893838158871567,2.0
7217,499.99,1950.0,279.5665873032529,18,6.2924528301886795,6.593373493975903,3.7177914110429446,3.0
61835,76.99,600.0,325.7526166359209,6,5.322916666666667,5.20036210018105,6.367977528089888,1.0
109055,35.0,250.0,9.436650791223798,4,5.333333333333333,5.20036210018105,4.188768009408998,0.0
105378,27.99,300.0,96.77335933301028,5,5.743781094527363,5.20036210018105,3.7177914110429446,1.0
34253,29.0,200.0,871.4052191217503,13,5.247990815154994,5.20036210018105,9.09181141439206,2.0
40190,53.99,200.0,27.661130148928084,6,5.0365448504983386,5.063977746870654,4.188768009408998,1.0
47382,13.65,200.0,89.80326357426755,0,5.934782608695652,5.20036210018105,3.756410256410256,0.0
69180,39.9,200.0,477.9807318118585,3,5.522875816993464,5.20036210018105,7.747474747474747,0.0
101953,239.99,525.0,332.5297094956288,17,4.321100917431193,5.20036210018105,8.893838158871567,3.0
10959,29.77,150.0,14.95447141709613,0,4.388535031847134,5.20036210018105,3.889908256880734,0.0
82666,109.9,835.0,290.52801599759806,8,8.075601374570446,8.164498531263114,4.188768009408998,1.0
69945,45.0,200.0,1468.5772077026809,8,5.0395189003436425,5.20036210018105,12.223880597014926,1.0
35518,99.99,550.0,366.7802615431407,8,6.2924528301886795,6.593373493975903,4.188768009408998,1.0
24925,69.77,100.0,16.987194205885395,1,5.575342465753424,5.526881720430108,4.188768009408998,0.0
69761,77.9,180.0,443.94002015658674,3,7.0962962962962965,8.041666666666666,4.163043478260869,0.0
84959,21.9,150.0,89.15707094557723,2,5.934782608695652,5.20036210018105,3.756410256410256,0.0
27933,129.9,1000.0,374.3656761848207,4,6.2924528301886795,6.593373493975903,4.256410256410256,0.0
22889,55.99,950.0,99.63409842448525,3,7.84549356223176,8.164498531263114,7.1,0.0
53144,27.4,400.0,950.2805198078992,9,7.230769230769231,8.164498531263114,10.385906040268456,1.0
68214,35.0,950.0,296.5850414256982,2,4.796052631578948,5.20036210018105,5.395348837209302,0.0
10657,53.9,1750.0,573.067418220673,6,8.292792792792794,8.292792792792794,7.949838187702265,1.0
3149,229.04,7625.0,4.442173664249484,2,5.798507462686567,5.526881720430108,3.944881889763779,0.0
37897,169.0,6850.0,30.818731165302513,4,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
88378,53.9,1550.0,2.2256544202579924,1,8.292792792792794,8.292792792792794,5.463414634146342,0.0
46488,45.65,200.0,342.6560109136546,17,8.313725490196079,8.26126126126126,5.169934640522876,3.0
104595,38.0,250.0,514.2736888495141,2,5.247990815154994,5.20036210018105,7.949838187702265,0.0
11434,29.99,400.0,50.86713400843198,6,4.1875,5.20036210018105,5.698630136986301,1.0
23650,199.0,450.0,22.048981480245423,1,5.247990815154994,5.20036210018105,4.188768009408998,0.0
69307,100.0,2550.0,145.429371408057,1,5.0395189003436425,5.20036210018105,4.163043478260869,0.0
7166,59.99,950.0,26.693199488143872,1,5.0365448504983386,5.063977746870654,4.188768009408998,0.0
62654,18.9,200.0,538.4121209846033,5,5.934782608695652,5.20036210018105,7.7164179104477615,1.0
54318,65.0,150.0,667.7556880447457,6,7.125,6.593373493975903,7.7164179104477615,1.0
86911,249.0,8150.0,337.9690753097533,3,6.775510204081633,7.735135135135135,4.188768009408998,0.0
12195,122.99,400.0,27.40630658924896,1,5.575342465753424,5.526881720430108,4.188768009408998,0.0
89678,35.9,200.0,2115.104428355083,9,4.818181818181818,5.20036210018105,11.414285714285716,1.0
86406,85.0,3100.0,17.16400767044492,1,5.0395189003436425,5.20036210018105,4.188768009408998,0.0
23232,59.9,1650.0,578.3076970827852,12,8.292792792792794,8.292792792792794,7.949838187702265,2.0
95223,209.99,5200.0,298.02446241970375,7,6.608108108108108,5.20036210018105,8.893838158871567,1.0
72753,27.99,250.0,390.2649525156078,4,5.743781094527363,5.20036210018105,8.623376623376624,0.0
87360,56.0,917.0,589.4029687115478,8,8.313725490196079,8.26126126126126,9.09181141439206,1.0
56351,12.25,175.0,12.67908064213136,0,5.934782608695652,5.20036210018105,4.188768009408998,0.0
3306,11.87,217.0,732.143190474451,7,4.388535031847134,5.20036210018105,9.617021276595745,1.0
32886,13.6,200.0,18.573578811032576,1,5.0395189003436425,5.20036210018105,3.751412429378531,0.0
55281,27.9,200.0,501.67495354079927,20,5.259803921568627,5.259803921568627,4.256410256410256,3.0
6478,19.99,100.0,2366.6910252584403,5,5.0365448504983386,5.063977746870654,12.578947368421051,1.0
84148,144.9,1600.0,1452.0673607795832,7,5.205128205128205,5.063977746870654,12.223880597014926,1.0
49168,11.55,175.0,5.987651539033373,1,5.934782608695652,5.20036210018105,4.188768009408998,0.0
49428,54.99,900.0,295.43730867019275,4,8.13469387755102,8.164498531263114,3.774509803921569,0.0
26758,83.9,1350.0,576.3380196597451,9,8.455645161290322,8.164498531263114,8.893838158871567,1.0
26731,239.99,5350.0,349.4763950574253,6,6.2924528301886795,6.593373493975903,3.751412429378531,1.0
71595,24.9,350.0,310.57410460463495,4,7.230769230769231,8.164498531263114,4.188768009408998,0.0
66884,93.9,1175.0,306.79879172695615,10,9.006535947712418,8.164498531263114,3.944881889763779,2.0
1318,38.9,950.0,341.4206302070671,4,8.292792792792794,8.292792792792794,5.748538011695906,0.0
104415,49.0,400.0,328.8985116945493,7,9.76923076923077,7.735135135135135,4.188768009408998,1.0
43451,59.9,1650.0,426.35141230133064,9,8.292792792792794,8.292792792792794,4.188768009408998,1.0
100432,56.99,400.0,21.713708410719768,2,5.0365448504983386,5.063977746870654,4.188768009408998,0.0
100994,100.0,340.0,791.6760488656206,15,8.12719298245614,8.26126126126126,11.12280701754386,2.0
46154,89.99,1200.0,852.8694152178842,11,6.062874251497006,5.20036210018105,9.09181141439206,2.0
100979,49.9,1500.0,526.2107331598505,6,8.292792792792794,8.292792792792794,6.367977528089888,1.0
61731,510.0,600.0,290.94934896828835,5,8.12719298245614,8.26126126126126,4.188768009408998,1.0
35686,85.0,3100.0,534.9452721364161,7,5.0395189003436425,5.20036210018105,6.913793103448276,1.0
94249,229.04,7625.0,50.389712203064235,6,5.798507462686567,5.526881720430108,4.700787401574803,1.0
109485,23.7,150.0,5.551443430517264,1,5.934782608695652,5.20036210018105,4.188768009408998,0.0
28965,17.9,250.0,297.6696363697112,9,7.230769230769231,8.164498531263114,4.188768009408998,1.0
106885,229.99,7550.0,409.34493519935376,6,6.2924528301886795,6.593373493975903,5.748538011695906,1.0
92983,33.99,100.0,24.272271907189733,3,4.388535031847134,5.20036210018105,4.188768009408998,0.0
56963,24.9,1000.0,316.5435975212562,5,8.373983739837398,8.164498531263114,3.889908256880734,1.0
79801,39.99,350.0,305.5971036890347,9,8.373983739837398,8.164498531263114,4.188768009408998,1.0
7709,108.0,1000.0,286.099488182664,10,7.125,6.593373493975903,3.9894736842105263,2.0
26343,79.99,250.0,31.531493213367828,1,5.0365448504983386,5.063977746870654,3.9894736842105263,0.0
6509,74.9,107.0,2615.270533854955,13,9.191919191919192,8.041666666666666,12.578947368421051,2.0
34670,178.99,292.0,518.2200118879013,6,8.12719298245614,8.26126126126126,8.893838158871567,1.0
82454,14.9,250.0,21.223348561421695,1,4.780952380952381,5.20036210018105,4.188768009408998,0.0
